model, entity URI, belief
human, http://human.owl#NCI_C40373, 2
human, http://human.owl#NCI_C32702, 2
human, http://human.owl#NCI_C12697, 2
human, http://human.owl#NCI_C33010, 2
human, http://human.owl#NCI_C12485, 6
human, http://human.owl#NCI_C33476, 2
human, http://human.owl#NCI_C13072, 2
human, http://human.owl#NCI_C32696, 3
human, http://human.owl#NCI_C12410, 2
human, http://human.owl#NCI_C32812, 2
human, http://human.owl#NCI_C32439, 2
human, http://human.owl#NCI_C32965, 3
human, http://human.owl#NCI_C32979, 2
human, http://human.owl#NCI_C49243, 2
human, http://human.owl#NCI_C52845, 2
human, http://human.owl#NCI_C32549, 2
human, http://human.owl#NCI_C32904, 2
human, http://human.owl#NCI_C48944, 5
human, http://human.owl#NCI_C38336, 2
human, http://human.owl#NCI_C32356, 3
human, http://human.owl#NCI_C53073, 2
human, http://human.owl#NCI_C12938, 3
human, http://human.owl#NCI_C33206, 2
human, http://human.owl#NCI_C12818, 3
human, http://human.owl#NCI_C33302, 2
human, http://human.owl#NCI_C13085, 2
human, http://human.owl#NCI_C12301, 2
human, http://human.owl#NCI_C32522, 3
human, http://human.owl#NCI_C52956, 2
human, http://human.owl#NCI_C33469, 2
human, http://human.owl#NCI_C12862, 2
human, http://human.owl#NCI_C13169, 11
human, http://human.owl#NCI_C12403, 5
human, http://human.owl#NCI_C33592, 2
human, http://human.owl#NCI_C32259, 2
human, http://human.owl#NCI_C33579, 2
human, http://human.owl#NCI_C32861, 2
human, http://human.owl#NCI_C49222, 3
human, http://human.owl#NCI_C32604, 2
human, http://human.owl#NCI_C32799, 2
human, http://human.owl#NCI_C12513, 4
human, http://human.owl#NCI_C52838, 2
human, http://human.owl#NCI_C32369, 4
human, http://human.owl#NCI_C33427, 4
human, http://human.owl#NCI_C12263, 2
human, http://human.owl#NCI_C38329, 2
human, http://human.owl#NCI_C12820, 2
human, http://human.owl#NCI_C12709, 2
human, http://human.owl#NCI_C33012, 2
human, http://human.owl#NCI_C32474, 2
human, http://human.owl#NCI_C12758, 2
human, http://human.owl#NCI_C33026, 2
human, http://human.owl#NCI_C32217, 2
human, http://human.owl#NCI_C52760, 2
human, http://human.owl#NCI_C33197, 2
human, http://human.owl#NCI_C38439, 5
human, http://human.owl#NCI_C13122, 3
human, http://human.owl#NCI_C34082, 2
human, http://human.owl#NCI_C32757, 2
human, http://human.owl#NCI_C32584, 2
human, http://human.owl#NCI_C32271, 7
human, http://human.owl#NCI_C13078, 4
human, http://human.owl#NCI_C33136, 4
human, http://human.owl#NCI_C12416, 4
human, http://human.owl#NCI_C12924, 2
human, http://human.owl#NCI_C53046, 2
human, http://human.owl#NCI_C32120, 2
human, http://human.owl#NCI_C19178, 2
human, http://human.owl#NCI_C12470, 15
human, http://human.owl#NCI_C33155, 2
human, http://human.owl#NCI_C33399, 2
human, http://human.owl#NCI_C49319, 2
human, http://human.owl#NCI_C41061, 2
human, http://human.owl#NCI_C33247, 2
human, http://human.owl#NCI_C32710, 2
human, http://human.owl#NCI_C33494, 2
human, http://human.owl#NCI_C12640, 2
human, http://human.owl#NCI_C28128, 2
human, http://human.owl#NCI_C33565, 2
human, http://human.owl#NCI_C33308, 2
human, http://human.owl#NCI_C52753, 3
human, http://human.owl#NCI_C32284, 3
human, http://human.owl#NCI_C33357, 3
human, http://human.owl#NCI_C52809, 2
human, http://human.owl#NCI_C32069, 2
human, http://human.owl#NCI_C49473, 3
human, http://human.owl#NCI_C32577, 2
human, http://human.owl#NCI_C52863, 4
human, http://human.owl#NCI_C12236, 2
human, http://human.owl#NCI_C12744, 7
human, http://human.owl#NCI_C32088, 2
human, http://human.owl#NCI_C33523, 2
human, http://human.owl#NCI_C52941, 2
human, http://human.owl#NCI_C12519, 6
human, http://human.owl#NCI_C49277, 2
human, http://human.owl#NCI_C33051, 2
human, http://human.owl#NCI_C53152, 2
human, http://human.owl#NCI_C13049, 14
human, http://human.owl#NCI_C12331, 2
human, http://human.owl#NCI_C49792, 4
human, http://human.owl#NCI_C52667, 2
human, http://human.owl#NCI_C32198, 3
human, http://human.owl#NCI_C12269, 2
human, http://human.owl#NCI_C12826, 2
human, http://human.owl#NCI_C33602, 4
human, http://human.owl#NCI_C12347, 4
human, http://human.owl#NCI_C33712, 4
human, http://human.owl#NCI_C33865, 2
human, http://human.owl#NCI_C13022, 21
human, http://human.owl#NCI_C12457, 2
human, http://human.owl#NCI_C33692, 2
human, http://human.owl#NCI_C32202, 2
human, http://human.owl#NCI_C32397, 2
human, http://human.owl#NCI_C33233, 2
human, http://human.owl#NCI_C33480, 2
human, http://human.owl#NCI_C33516, 4
human, http://human.owl#NCI_C33343, 3
human, http://human.owl#NCI_C33030, 2
human, http://human.owl#NCI_C33496, 2
human, http://human.owl#NCI_C43220, 2
human, http://human.owl#NCI_C32306, 2
human, http://human.owl#NCI_C33823, 2
human, http://human.owl#NCI_C33140, 3
human, http://human.owl#NCI_C12646, 2
human, http://human.owl#NCI_C49304, 2
human, http://human.owl#NCI_C13191, 6
human, http://human.owl#NCI_C32631, 2
human, http://human.owl#NCI_C52794, 2
human, http://human.owl#NCI_C38330, 3
human, http://human.owl#NCI_C32350, 2
human, http://human.owl#NCI_C49263, 2
human, http://human.owl#NCI_C32569, 2
human, http://human.owl#NCI_C32645, 3
human, http://human.owl#NCI_C33419, 4
human, http://human.owl#NCI_C12812, 2
human, http://human.owl#NCI_C34006, 2
human, http://human.owl#NCI_C12861, 5
human, http://human.owl#NCI_C12799, 2
human, http://human.owl#NCI_C33529, 2
human, http://human.owl#NCI_C52947, 2
human, http://human.owl#NCI_C33043, 2
human, http://human.owl#NCI_C33795, 2
human, http://human.owl#NCI_C33336, 2
human, http://human.owl#NCI_C12372, 77
human, http://www.geneontology.org/formats/oboInOwl#Synonym, 1
human, http://human.owl#NCI_C33643, 4
human, http://human.owl#NCI_C12708, 2
human, http://human.owl#NCI_C28351, 2
human, http://human.owl#NCI_C12240, 2
human, http://human.owl#NCI_C32866, 2
human, http://human.owl#NCI_C33704, 4
human, http://human.owl#NCI_C32937, 2
human, http://human.owl#NCI_C12254, 2
human, http://human.owl#NCI_C33196, 2
human, http://human.owl#NCI_C38323, 2
human, http://human.owl#NCI_C33753, 2
human, http://human.owl#NCI_C41442, 2
human, http://human.owl#NCI_C32465, 2
human, http://human.owl#NCI_C12752, 8
human, http://human.owl#NCI_C39686, 3
human, http://human.owl#NCI_C32208, 4
human, http://human.owl#NCI_C13077, 2
human, http://human.owl#NCI_C33239, 2
human, http://human.owl#NCI_C12632, 2
human, http://human.owl#NCI_C52780, 2
human, http://human.owl#NCI_C41834, 2
human, http://human.owl#NCI_C33349, 3
human, http://human.owl#NCI_C49190, 2
human, http://human.owl#NCI_C12915, 2
human, http://human.owl#NCI_C52555, 2
human, http://human.owl#NCI_C52890, 2
human, http://human.owl#NCI_C33829, 2
human, http://human.owl#NCI_C33656, 2
human, http://www.geneontology.org/formats/oboInOwl#Definition, 1
human, http://human.owl#NCI_C13252, 2
human, http://human.owl#NCI_C32828, 2
human, http://human.owl#NCI_C49313, 3
human, http://human.owl#NCI_C12475, 3
human, http://human.owl#NCI_C49269, 2
human, http://human.owl#NCI_C33251, 3
human, http://human.owl#NCI_C32686, 2
human, http://human.owl#NCI_C52725, 2
human, http://human.owl#NCI_C38629, 8
human, http://human.owl#NCI_C32923, 2
human, http://human.owl#NCI_C12853, 7
human, http://human.owl#NCI_C33361, 2
human, http://human.owl#NCI_C12867, 2
human, http://human.owl#NCI_C32852, 2
human, http://human.owl#NCI_C32571, 3
human, http://human.owl#NCI_C13155, 3
human, http://human.owl#NCI_C33404, 2
human, http://human.owl#NCI_C12569, 2
human, http://human.owl#NCI_C33098, 2
human, http://human.owl#NCI_C32314, 2
human, http://human.owl#NCI_C52829, 2
human, http://human.owl#NCI_C49227, 2
human, http://human.owl#NCI_C32609, 2
human, http://human.owl#NCI_C32840, 2
human, http://human.owl#NCI_C12378, 2
human, http://human.owl#NCI_C33892, 5
human, http://human.owl#NCI_C49788, 2
human, http://human.owl#NCI_C32082, 7
human, http://human.owl#NCI_C32243, 2
human, http://human.owl#NCI_C33649, 2
human, http://human.owl#NCI_C41165, 2
human, http://human.owl#NCI_C43615, 3
human, http://human.owl#NCI_C32192, 2
human, http://human.owl#NCI_C12295, 3
human, http://human.owl#NCI_C33759, 2
human, http://human.owl#NCI_C33071, 3
human, http://human.owl#NCI_C41448, 2
human, http://human.owl#NCI_C13069, 2
human, http://human.owl#NCI_C33127, 2
human, http://human.owl#NCI_C12351, 4
human, http://human.owl#NCI_C33815, 2
human, http://human.owl#NCI_C53037, 7
human, http://human.owl#NCI_C32743, 2
human, http://human.owl#NCI_C12846, 4
human, http://human.owl#NCI_C12673, 2
human, http://human.owl#NCI_C12687, 5
human, http://human.owl#NCI_C12461, 2
human, http://human.owl#NCI_C52786, 2
human, http://human.owl#NCI_C33925, 3
human, http://human.owl#NCI_C12956, 2
human, http://human.owl#NCI_C52711, 2
human, http://human.owl#NCI_C32415, 5
human, http://human.owl#NCI_C33732, 2
human, http://human.owl#NCI_C41406, 5
human, http://human.owl#NCI_C32429, 2
human, http://human.owl#NCI_C32955, 2
human, http://human.owl#NCI_C48824, 2
human, http://human.owl#NCI_C25444, 12
human, http://human.owl#NCI_C33510, 2
human, http://human.owl#NCI_C52744, 2
human, http://human.owl#NCI_C32185, 2
human, http://human.owl#NCI_C12859, 2
human, http://human.owl#NCI_C33635, 2
human, http://human.owl#NCI_C32563, 2
human, http://human.owl#NCI_C33684, 2
human, http://human.owl#NCI_C32858, 2
human, http://human.owl#NCI_C12281, 8
human, http://human.owl#NCI_C33445, 3
human, http://human.owl#NCI_C33745, 2
human, http://human.owl#NCI_C52946, 2
human, http://human.owl#NCI_C12444, 2
human, http://human.owl#NCI_C32492, 2
human, http://human.owl#NCI_C32846, 7
human, http://human.owl#NCI_C33794, 8
human, http://human.owl#NCI_C32408, 2
human, http://human.owl#NCI_C32235, 2
human, http://human.owl#NCI_C12817, 2
human, http://human.owl#NCI_C32249, 2
human, http://human.owl#NCI_C32775, 2
human, http://human.owl#NCI_C52814, 2
human, http://human.owl#NCI_C49212, 2
human, http://human.owl#NCI_C25264, 2
human, http://human.owl#NCI_C32518, 2
human, http://human.owl#NCI_C33330, 2
human, http://human.owl#NCI_C33549, 2
human, http://human.owl#NCI_C33077, 8
human, http://human.owl#NCI_C33856, 9
human, http://human.owl#NCI_C33002, 2
human, http://human.owl#NCI_C33173, 2
human, http://human.owl#NCI_C33593, 2
human, http://human.owl#NCI_C33697, 3
human, http://human.owl#NCI_C33187, 2
human, http://human.owl#NCI_C32798, 6
human, http://human.owl#NCI_C34023, 3
human, http://human.owl#NCI_C52837, 2
human, http://human.owl#NCI_C33966, 17
human, http://human.owl#NCI_C32383, 2
human, http://human.owl#NCI_C32678, 2
human, http://human.owl#NCI_C33800, 2
human, http://human.owl#NCI_C12259, 2
human, http://human.owl#NCI_C32171, 3
human, http://human.owl#NCI_C52717, 2
human, http://human.owl#NCI_C33035, 2
human, http://human.owl#NCI_C41058, 4
human, http://human.owl#NCI_C33502, 2
human, http://human.owl#NCI_C32964, 2
human, http://human.owl#NCI_C12894, 2
human, http://human.owl#NCI_C12637, 2
human, http://human.owl#NCI_C33298, 3
human, http://human.owl#NCI_C32341, 2
human, http://human.owl#NCI_C12691, 2
human, http://human.owl#NCI_C48943, 2
human, http://human.owl#NCI_C32636, 5
human, http://human.owl#NCI_C32832, 2
human, http://human.owl#NCI_C53045, 2
human, http://human.owl#NCI_C32116, 3
human, http://human.owl#NCI_C13465, 2
human, http://human.owl#NCI_C12540, 2
human, http://human.owl#NCI_C33676, 2
human, http://human.owl#NCI_C32680, 2
human, http://human.owl#NCI_C32899, 2
human, http://human.owl#NCI_C52938, 2
human, http://human.owl#NCI_C33454, 2
human, http://human.owl#NCI_C33786, 2
human, http://human.owl#NCI_C53149, 2
human, http://human.owl#NCI_C12785, 2
human, http://human.owl#NCI_C52992, 4
human, http://human.owl#NCI_C12573, 8
human, http://human.owl#NCI_C12594, 2
human, http://human.owl#NCI_C33564, 2
human, http://human.owl#NCI_C38466, 12
human, http://human.owl#NCI_C32078, 2
human, http://human.owl#NCI_C32784, 2
human, http://human.owl#NCI_C12887, 2
human, http://human.owl#NCI_C49218, 3
human, http://human.owl#NCI_C32527, 2
human, http://www.geneontology.org/formats/oboInOwl#SynonymType, 1
human, http://human.owl#NCI_C12245, 2
human, http://human.owl#NCI_C33409, 2
human, http://human.owl#NCI_C49782, 2
human, http://human.owl#NCI_C33709, 2
human, http://human.owl#NCI_C32629, 2
human, http://human.owl#NCI_C32456, 3
human, http://human.owl#NCI_C12408, 2
human, http://human.owl#NCI_C12398, 2
human, http://human.owl#NCI_C33008, 2
human, http://human.owl#NCI_C13104, 2
human, http://human.owl#NCI_C12337, 2
human, http://human.owl#NCI_C32739, 2
human, http://human.owl#NCI_C13063, 2
human, http://human.owl#NCI_C33284, 2
human, http://human.owl#NCI_C33841, 3
human, http://human.owl#NCI_C52758, 2
human, http://human.owl#NCI_C12906, 2
human, http://human.owl#NCI_C53031, 2
human, http://human.owl#NCI_C12840, 2
human, http://human.owl#NCI_C33779, 4
human, http://human.owl#NCI_C32102, 2
human, http://human.owl#NCI_C33394, 2
human, http://human.owl#NCI_C33557, 2
human, http://human.owl#NCI_C26454, 2
human, http://human.owl#NCI_C52590, 2
human, http://human.owl#NCI_C13018, 41
human, http://human.owl#NCI_C32347, 2
human, http://human.owl#NCI_C33486, 2
human, http://human.owl#NCI_C33229, 2
human, http://human.owl#NCI_C13826, 2
human, http://human.owl#NCI_C12228, 2
human, http://human.owl#NCI_C32276, 2
human, http://human.owl#NCI_C13181, 8
human, http://human.owl#NCI_C12616, 2
human, http://human.owl#NCI_C32559, 6
human, http://human.owl#NCI_C33114, 13
human, http://human.owl#NCI_C12726, 4
human, http://human.owl#NCI_C33897, 2
human, http://human.owl#NCI_C33377, 2
human, http://human.owl#NCI_C12770, 2
human, http://human.owl#NCI_C32402, 2
human, http://human.owl#NCI_C13095, 2
human, http://human.owl#NCI_C12311, 2
human, http://human.owl#NCI_C41439, 7
human, http://human.owl#NCI_C28187, 2
human, http://human.owl#NCI_C33049, 3
human, http://human.owl#NCI_C12329, 2
human, http://human.owl#NCI_C33543, 2
human, http://human.owl#NCI_C12678, 2
human, http://human.owl#NCI_C13004, 2
human, http://human.owl#NCI_C32047, 2
human, http://human.owl#NCI_C33850, 2
human, http://human.owl#NCI_C32379, 2
human, http://human.owl#NCI_C33215, 2
human, http://human.owl#NCI_C52841, 2
human, http://human.owl#NCI_C32143, 2
human, http://human.owl#NCI_C49331, 2
human, http://human.owl#NCI_C32157, 2
human, http://human.owl#NCI_C32880, 2
human, http://human.owl#NCI_C32941, 2
human, http://human.owl#NCI_C32708, 2
human, http://human.owl#NCI_C32990, 2
human, http://human.owl#NCI_C33805, 2
human, http://human.owl#NCI_C32222, 2
human, http://human.owl#NCI_C12631, 2
human, http://human.owl#NCI_C32804, 2
human, http://human.owl#NCI_C32818, 3
human, http://human.owl#NCI_C52776, 2
human, http://human.owl#NCI_C32332, 2
human, http://human.owl#NCI_C33292, 2
human, http://human.owl#NCI_C49245, 2
human, http://human.owl#NCI_C33363, 2
human, http://human.owl#NCI_C33106, 2
human, http://human.owl#NCI_C32568, 2
human, http://human.owl#NCI_C52554, 3
human, http://human.owl#NCI_C12435, 4
human, http://human.owl#NCI_C33670, 2
human, http://human.owl#NCI_C32837, 13
human, http://human.owl#NCI_C12449, 2
human, http://human.owl#NCI_C49309, 3
human, http://human.owl#NCI_C13131, 2
human, http://human.owl#NCI_C33780, 2
human, http://human.owl#NCI_C49268, 2
human, http://human.owl#NCI_C53175, 2
human, http://human.owl#NCI_C13145, 3
human, http://human.owl#NCI_C33321, 4
human, http://human.owl#NCI_C32929, 5
human, http://human.owl#NCI_C32294, 2
human, http://human.owl#NCI_C33882, 2
human, http://human.owl#NCI_C33068, 2
human, http://human.owl#NCI_C33625, 2
human, http://human.owl#NCI_C12881, 2
human, http://human.owl#NCI_C45572, 2
human, http://human.owl#NCI_C12624, 2
human, http://human.owl#NCI_C33584, 2
human, http://human.owl#NCI_C33178, 2
human, http://human.owl#NCI_C33598, 3
human, http://human.owl#NCI_C32623, 2
human, http://human.owl#NCI_C32450, 4
human, http://human.owl#NCI_C12392, 2
human, http://human.owl#NCI_C12734, 6
human, http://human.owl#NCI_C13059, 2
human, http://human.owl#NCI_C32388, 2
human, http://human.owl#NCI_C53078, 2
human, http://human.owl#NCI_C33729, 2
human, http://human.owl#NCI_C32149, 2
human, http://human.owl#NCI_C32733, 2
human, http://human.owl#NCI_C52762, 2
human, http://human.owl#NCI_C32886, 2
human, http://human.owl#NCI_C52925, 2
human, http://human.owl#NCI_C33507, 2
human, http://human.owl#NCI_C33021, 3
human, http://human.owl#NCI_C13124, 2
human, http://human.owl#NCI_C12900, 2
human, http://human.owl#NCI_C12538, 4
human, http://human.owl#NCI_C25762, 10
human, http://human.owl#NCI_C33773, 2
human, http://human.owl#NCI_C41266, 4
human, http://human.owl#NCI_C38729, 5
human, http://human.owl#NCI_C32996, 7
human, http://human.owl#NCI_C13234, 2
human, http://human.owl#NCI_C53051, 2
human, http://human.owl#NCI_C32051, 5
human, http://human.owl#NCI_C32107, 3
human, http://human.owl#NCI_C13012, 2
human, http://human.owl#NCI_C53161, 2
human, http://human.owl#NCI_C32161, 2
human, http://human.owl#NCI_C12232, 2
human, http://human.owl#NCI_C32915, 2
human, http://human.owl#NCI_C33223, 2
human, http://human.owl#NCI_C32443, 3
human, http://human.owl#NCI_C33611, 2
human, http://human.owl#NCI_C32712, 2
human, http://human.owl#NCI_C12610, 4
human, http://human.owl#NCI_C52997, 2
human, http://human.owl#NCI_C32553, 2
human, http://human.owl#NCI_C12495, 3
human, http://human.owl#NCI_C49209, 2
human, http://human.owl#NCI_C12420, 2
human, http://human.owl#NCI_C32822, 3
human, http://human.owl#NCI_C52745, 2
human, http://human.owl#NCI_C38340, 5
human, http://human.owl#NCI_C52699, 2
human, http://human.owl#NCI_C12720, 4
human, http://human.owl#NCI_C39573, 2
human, http://human.owl#NCI_C32064, 2
human, http://human.owl#NCI_C33888, 3
human, http://human.owl#NCI_C33891, 2
human, http://human.owl#NCI_C49253, 2
human, http://human.owl#NCI_C52855, 2
human, http://human.owl#NCI_C53029, 2
human, http://human.owl#NCI_C39609, 3
human, http://human.owl#NCI_C32872, 2
human, http://human.owl#NCI_C12983, 10
human, http://human.owl#NCI_C12453, 3
human, http://human.owl#NCI_C52911, 2
human, http://human.owl#NCI_C32615, 2
human, http://human.owl#NCI_C33053, 3
human, http://human.owl#NCI_C32664, 7
human, http://human.owl#NCI_C52703, 2
human, http://human.owl#NCI_C52950, 2
human, http://human.owl#NCI_C32982, 2
human, http://human.owl#NCI_C12323, 5
human, http://human.owl#NCI_C52888, 2
human, http://human.owl#NCI_C32725, 9
human, http://human.owl#NCI_C32263, 2
human, http://human.owl#NCI_C12831, 2
human, http://human.owl#NCI_C32774, 7
human, http://human.owl#NCI_C12845, 4
human, http://human.owl#NCI_C52813, 2
human, http://human.owl#NCI_C33548, 2
human, http://human.owl#NCI_C32373, 2
human, http://human.owl#NCI_C12356, 6
human, http://human.owl#NCI_C33147, 6
human, http://human.owl#NCI_C12713, 4
human, http://human.owl#NCI_C32940, 2
human, http://human.owl#NCI_C34029, 6
human, http://human.owl#NCI_C49593, 3
human, http://human.owl#NCI_C45702, 2
human, http://human.owl#NCI_C32221, 26
human, http://human.owl#NCI_C32392, 2
human, http://human.owl#NCI_C12219, 9
human, http://human.owl#NCI_C33472, 2
human, http://human.owl#NCI_C32177, 6
human, http://human.owl#NCI_C13172, 2
human, http://human.owl#NCI_C32677, 3
human, http://human.owl#NCI_C13345, 2
human, http://human.owl#NCI_C53167, 2
human, http://human.owl#NCI_C12273, 2
human, http://human.owl#NCI_C52716, 2
human, http://human.owl#NCI_C33737, 2
human, http://human.owl#NCI_C32484, 2
human, http://human.owl#NCI_C52770, 2
human, http://human.owl#NCI_C12651, 2
human, http://human.owl#NCI_C33666, 14
human, http://human.owl#NCI_C32594, 2
human, http://human.owl#NCI_C12665, 2
human, http://human.owl#NCI_C33430, 2
human, http://human.owl#NCI_C38332, 2
human, http://human.owl#NCI_C48939, 2
human, http://human.owl#NCI_C12426, 8
human, http://human.owl#NCI_C33368, 2
human, http://human.owl#NCI_C53125, 2
human, http://human.owl#NCI_C12934, 3
human, http://human.owl#NCI_C12761, 2
human, http://human.owl#NCI_C33202, 2
human, http://human.owl#NCI_C32130, 2
human, http://human.owl#NCI_C12775, 2
human, http://human.owl#NCI_C49779, 2
human, http://human.owl#NCI_C32933, 9
human, http://human.owl#NCI_C32760, 2
human, http://human.owl#NCI_C49586, 3
human, http://human.owl#NCI_C32503, 2
human, http://human.owl#NCI_C33312, 2
human, http://human.owl#NCI_C49329, 2
human, http://human.owl#NCI_C12286, 3
human, http://human.owl#NCI_C33062, 2
human, http://human.owl#NCI_C32497, 2
human, http://human.owl#NCI_C12579, 4
human, http://human.owl#NCI_C52709, 2
human, http://human.owl#NCI_C32038, 2
human, http://human.owl#NCI_C33838, 2
human, http://human.owl#NCI_C43249, 2
human, http://human.owl#NCI_C12388, 2
human, http://human.owl#NCI_C12837, 2
human, http://human.owl#NCI_C33172, 2
human, http://human.owl#NCI_C13275, 2
human, http://human.owl#NCI_C32092, 2
human, http://human.owl#NCI_C32148, 2
human, http://human.owl#NCI_C12947, 2
human, http://human.owl#NCI_C13053, 13
human, http://human.owl#NCI_C33423, 2
human, http://human.owl#NCI_C33723, 2
human, http://human.owl#NCI_C12754, 2
human, http://human.owl#NCI_C33007, 2
human, http://human.owl#NCI_C32213, 6
human, http://human.owl#NCI_C32946, 2
human, http://human.owl#NCI_C43424, 2
human, http://human.owl#NCI_C33533, 4
human, http://human.owl#NCI_C49599, 2
human, http://human.owl#NCI_C32227, 6
human, http://human.owl#NCI_C32753, 2
human, http://human.owl#NCI_C12532, 2
human, http://human.owl#NCI_C32580, 2
human, http://human.owl#NCI_C32809, 3
human, http://human.owl#NCI_C12341, 5
human, http://human.owl#NCI_C13178, 3
human, http://human.owl#NCI_C32337, 2
human, http://human.owl#NCI_C12279, 2
human, http://human.owl#NCI_C12920, 2
human, http://human.owl#NCI_C52560, 2
human, http://human.owl#NCI_C33658, 10
human, http://human.owl#NCI_C33151, 2
human, http://human.owl#NCI_C12657, 6
human, http://human.owl#NCI_C52670, 2
human, http://human.owl#NCI_C49294, 2
human, http://human.owl#NCI_C33165, 2
human, http://human.owl#NCI_C49315, 2
human, http://human.owl#NCI_C33436, 2
human, http://human.owl#NCI_C48257, 6
human, http://human.owl#NCI_C32656, 4
human, http://human.owl#NCI_C12767, 2
human, http://human.owl#NCI_C33243, 2
human, http://human.owl#NCI_C53000, 2
human, http://human.owl#NCI_C33490, 3
human, http://human.owl#NCI_C12308, 2
human, http://human.owl#NCI_C32766, 5
human, http://human.owl#NCI_C32280, 2
human, http://human.owl#NCI_C12872, 2
human, http://human.owl#NCI_C33353, 6
human, http://human.owl#NCI_C52805, 2
human, http://human.owl#NCI_C32509, 2
human, http://human.owl#NCI_C12615, 7
human, http://human.owl#NCI_C13399, 2
human, http://human.owl#NCI_C32573, 6
human, http://human.owl#NCI_C32316, 2
human, http://human.owl#NCI_C12982, 10
human, http://human.owl#NCI_C39613, 2
human, http://human.owl#NCI_C32084, 3
human, http://human.owl#NCI_C33386, 2
human, http://human.owl#NCI_C32098, 2
human, http://human.owl#NCI_C49273, 2
human, http://human.owl#NCI_C13045, 4
human, http://human.owl#NCI_C32877, 4
human, http://human.owl#NCI_C52916, 2
human, http://human.owl#NCI_C12265, 2
human, http://human.owl#NCI_C33429, 2
human, http://human.owl#NCI_C33256, 2
human, http://human.owl#NCI_C25774, 2
human, http://human.owl#NCI_C12822, 4
human, http://human.owl#NCI_C48358, 3
human, http://human.owl#NCI_C13129, 2
human, http://human.owl#NCI_C32476, 2
human, http://human.owl#NCI_C33778, 2
human, http://human.owl#NCI_C32987, 2
human, http://human.owl#NCI_C52970, 2
human, http://human.owl#NCI_C32219, 2
human, http://human.owl#NCI_C33539, 3
human, http://human.owl#NCI_C32268, 6
human, http://human.owl#NCI_C12357, 2
human, http://human.owl#NCI_C32759, 2
human, http://human.owl#NCI_C32586, 2
human, http://human.owl#NCI_C32329, 2
human, http://human.owl#NCI_C33289, 3
human, http://human.owl#NCI_C12682, 4
human, http://human.owl#NCI_C32378, 2
human, http://human.owl#NCI_C49760, 3
human, http://human.owl#NCI_C33917, 5
human, http://human.owl#NCI_C12223, 4
human, http://human.owl#NCI_C12467, 4
human, http://human.owl#NCI_C32434, 3
human, http://human.owl#NCI_C12718, 3
human, http://human.owl#NCI_C52720, 2
human, http://human.owl#NCI_C12486, 3
human, http://human.owl#NCI_C32717, 2
human, http://human.owl#NCI_C32544, 2
human, http://human.owl#NCI_C13038, 31
human, http://human.owl#NCI_C32697, 2
human, http://human.owl#NCI_C52736, 2
human, http://human.owl#NCI_C47809, 4
human, http://human.owl#NCI_C53006, 2
human, http://human.owl#NCI_C52983, 2
human, http://human.owl#NCI_C12425, 2
human, http://human.owl#NCI_C33660, 2
human, http://human.owl#NCI_C32827, 2
human, http://human.owl#NCI_C33879, 2
human, http://human.owl#NCI_C45804, 2
human, http://human.owl#NCI_C33372, 2
human, http://human.owl#NCI_C52790, 2
human, http://human.owl#NCI_C49244, 2
human, http://human.owl#NCI_C12878, 7
human, http://human.owl#NCI_C52846, 2
human, http://human.owl#NCI_C33359, 2
human, http://human.owl#NCI_C33464, 2
human, http://human.owl#NCI_C33207, 2
human, http://human.owl#NCI_C49580, 2
human, http://human.owl#NCI_C12600, 2
