model, entity URI, belief
human, http://human.owl#NCI_C52814, 31
human, http://human.owl#NCI_C49212, 17
human, http://human.owl#NCI_C25264, 60
human, http://human.owl#NCI_C32518, 16
human, http://human.owl#NCI_C33330, 31
human, http://human.owl#NCI_C33549, 79
human, http://human.owl#NCI_C33077, 330
human, http://human.owl#NCI_C33856, 96
human, http://human.owl#NCI_C33002, 123
human, http://human.owl#NCI_C33173, 33
human, http://human.owl#NCI_C33593, 79
human, http://human.owl#NCI_C33697, 68
human, http://human.owl#NCI_C33187, 236
human, http://human.owl#NCI_C32798, 37
human, http://human.owl#NCI_C34023, 55
human, http://human.owl#NCI_C52837, 13
human, http://human.owl#NCI_C33966, 417
human, http://human.owl#NCI_C32383, 7
human, http://human.owl#NCI_C32678, 22
human, http://human.owl#NCI_C33800, 53
human, http://human.owl#NCI_C12259, 123
human, http://human.owl#NCI_C32171, 40
human, http://human.owl#NCI_C52717, 155
human, http://human.owl#NCI_C33035, 54
human, http://human.owl#NCI_C41058, 22
human, http://human.owl#NCI_C33502, 12
human, http://human.owl#NCI_C32964, 26
human, http://human.owl#NCI_C12894, 53
human, http://human.owl#NCI_C12637, 9
human, http://human.owl#NCI_C33298, 68
human, http://human.owl#NCI_C32341, 170
human, http://human.owl#NCI_C12691, 86
human, http://human.owl#NCI_C48943, 4
human, http://human.owl#NCI_C32636, 170
human, http://human.owl#NCI_C32832, 14
human, http://human.owl#NCI_C53045, 139
human, http://human.owl#NCI_C32116, 18
human, http://human.owl#NCI_C13465, 27
human, http://human.owl#NCI_C12540, 6
human, http://human.owl#NCI_C33676, 20
human, http://human.owl#NCI_C32680, 22
human, http://human.owl#NCI_C32899, 12
human, http://human.owl#NCI_C52938, 169
human, http://human.owl#NCI_C33454, 55
human, http://human.owl#NCI_C33786, 11
human, http://human.owl#NCI_C53149, 199
human, http://human.owl#NCI_C12785, 65
human, http://human.owl#NCI_C52992, 6
human, http://human.owl#NCI_C12573, 24
human, http://human.owl#NCI_C12594, 34
human, http://human.owl#NCI_C33564, 61
human, http://human.owl#NCI_C38466, 55
human, http://human.owl#NCI_C32078, 40
human, http://human.owl#NCI_C32784, 236
human, http://human.owl#NCI_C12887, 55
human, http://human.owl#NCI_C49218, 91
human, http://human.owl#NCI_C32527, 259
human, http://www.geneontology.org/formats/oboInOwl#SynonymType, 1
human, http://human.owl#NCI_C12245, 91
human, http://human.owl#NCI_C33409, 72
human, http://human.owl#NCI_C49782, 156
human, http://human.owl#NCI_C33709, 112
human, http://human.owl#NCI_C32629, 37
human, http://human.owl#NCI_C32456, 12
human, http://human.owl#NCI_C12408, 119
human, http://human.owl#NCI_C12398, 17
human, http://human.owl#NCI_C33008, 34
human, http://human.owl#NCI_C13104, 45
human, http://human.owl#NCI_C12337, 76
human, http://human.owl#NCI_C32739, 4
human, http://human.owl#NCI_C13063, 57
human, http://human.owl#NCI_C33284, 110
human, http://human.owl#NCI_C33841, 23
human, http://human.owl#NCI_C52758, 16
human, http://human.owl#NCI_C12906, 46
human, http://human.owl#NCI_C53031, 139
human, http://human.owl#NCI_C12840, 22
human, http://human.owl#NCI_C33779, 34
human, http://human.owl#NCI_C32102, 163
human, http://human.owl#NCI_C33394, 175
human, http://human.owl#NCI_C33557, 46
human, http://human.owl#NCI_C26454, 25
human, http://human.owl#NCI_C52590, 68
human, http://human.owl#NCI_C13018, 480
human, http://human.owl#NCI_C32347, 123
human, http://human.owl#NCI_C33486, 9
human, http://human.owl#NCI_C33229, 204
human, http://human.owl#NCI_C13826, 65
human, http://human.owl#NCI_C12228, 143
human, http://human.owl#NCI_C32276, 31
human, http://human.owl#NCI_C13181, 15
human, http://human.owl#NCI_C12616, 14
human, http://human.owl#NCI_C32559, 171
human, http://human.owl#NCI_C33114, 30
human, http://human.owl#NCI_C12726, 57
human, http://human.owl#NCI_C33897, 35
human, http://human.owl#NCI_C33377, 155
human, http://human.owl#NCI_C12770, 100
human, http://human.owl#NCI_C32402, 40
human, http://human.owl#NCI_C13095, 61
human, http://human.owl#NCI_C12311, 51
human, http://human.owl#NCI_C41439, 40
human, http://human.owl#NCI_C28187, 204
human, http://human.owl#NCI_C33049, 40
human, http://human.owl#NCI_C12329, 119
human, http://human.owl#NCI_C33543, 18
human, http://human.owl#NCI_C12678, 119
human, http://human.owl#NCI_C13004, 46
human, http://human.owl#NCI_C32047, 40
human, http://human.owl#NCI_C33850, 123
human, http://human.owl#NCI_C32379, 31
human, http://human.owl#NCI_C33215, 31
human, http://human.owl#NCI_C52841, 15
human, http://human.owl#NCI_C32143, 33
human, http://human.owl#NCI_C49331, 10
human, http://human.owl#NCI_C32157, 40
human, http://human.owl#NCI_C32880, 20
human, http://human.owl#NCI_C32941, 29
human, http://human.owl#NCI_C32708, 18
human, http://human.owl#NCI_C32990, 22
human, http://human.owl#NCI_C33805, 199
human, http://human.owl#NCI_C32222, 25
human, http://human.owl#NCI_C12631, 14
human, http://human.owl#NCI_C32804, 91
human, http://human.owl#NCI_C32818, 4
human, http://human.owl#NCI_C52776, 12
human, http://human.owl#NCI_C32332, 8
human, http://human.owl#NCI_C33292, 81
human, http://human.owl#NCI_C49245, 65
human, http://human.owl#NCI_C33363, 158
human, http://human.owl#NCI_C33106, 40
human, http://human.owl#NCI_C32568, 12
human, http://human.owl#NCI_C52554, 35
human, http://human.owl#NCI_C12435, 42
human, http://human.owl#NCI_C33670, 8
human, http://human.owl#NCI_C32837, 34
human, http://human.owl#NCI_C12449, 236
human, http://human.owl#NCI_C49309, 93
human, http://human.owl#NCI_C13131, 13
human, http://human.owl#NCI_C33780, 18
human, http://human.owl#NCI_C49268, 71
human, http://human.owl#NCI_C53175, 199
human, http://human.owl#NCI_C13145, 102
human, http://human.owl#NCI_C33321, 60
human, http://human.owl#NCI_C32929, 47
human, http://human.owl#NCI_C32294, 6
human, http://human.owl#NCI_C33882, 8
human, http://human.owl#NCI_C33068, 28
human, http://human.owl#NCI_C33625, 34
human, http://human.owl#NCI_C12881, 28
human, http://human.owl#NCI_C45572, 20
human, http://human.owl#NCI_C12624, 19
human, http://human.owl#NCI_C33584, 37
human, http://human.owl#NCI_C33178, 143
human, http://human.owl#NCI_C33598, 36
human, http://human.owl#NCI_C32623, 55
human, http://human.owl#NCI_C32450, 17
human, http://human.owl#NCI_C12392, 119
human, http://human.owl#NCI_C12734, 40
human, http://human.owl#NCI_C13059, 70
human, http://human.owl#NCI_C32388, 55
human, http://human.owl#NCI_C53078, 199
human, http://human.owl#NCI_C33729, 19
human, http://human.owl#NCI_C32149, 30
human, http://human.owl#NCI_C32733, 12
human, http://human.owl#NCI_C52762, 23
human, http://human.owl#NCI_C32886, 51
human, http://human.owl#NCI_C52925, 199
human, http://human.owl#NCI_C33507, 40
human, http://human.owl#NCI_C33021, 9
human, http://human.owl#NCI_C13124, 98
human, http://human.owl#NCI_C12900, 47
human, http://human.owl#NCI_C12538, 17
human, http://human.owl#NCI_C25762, 616
human, http://human.owl#NCI_C33773, 47
human, http://human.owl#NCI_C41266, 28
human, http://human.owl#NCI_C38729, 7
human, http://human.owl#NCI_C32996, 123
human, http://human.owl#NCI_C13234, 61
human, http://human.owl#NCI_C53051, 139
human, http://human.owl#NCI_C32051, 183
human, http://human.owl#NCI_C32107, 55
human, http://human.owl#NCI_C13012, 22
human, http://human.owl#NCI_C53161, 58
human, http://human.owl#NCI_C32161, 46
human, http://human.owl#NCI_C12232, 91
human, http://human.owl#NCI_C32915, 236
human, http://human.owl#NCI_C33223, 79
human, http://human.owl#NCI_C32443, 40
human, http://human.owl#NCI_C33611, 24
human, http://human.owl#NCI_C32712, 14
human, http://human.owl#NCI_C12610, 16
human, http://human.owl#NCI_C52997, 169
human, http://human.owl#NCI_C32553, 81
human, http://human.owl#NCI_C12495, 149
human, http://human.owl#NCI_C49209, 67
human, http://human.owl#NCI_C12420, 91
human, http://human.owl#NCI_C32822, 172
human, http://human.owl#NCI_C52745, 16
human, http://human.owl#NCI_C38340, 8
human, http://human.owl#NCI_C52699, 98
human, http://human.owl#NCI_C12720, 22
human, http://human.owl#NCI_C39573, 30
human, http://human.owl#NCI_C32064, 51
human, http://human.owl#NCI_C33888, 149
human, http://human.owl#NCI_C33891, 204
human, http://human.owl#NCI_C49253, 60
human, http://human.owl#NCI_C52855, 169
human, http://human.owl#NCI_C53029, 139
human, http://human.owl#NCI_C39609, 6
human, http://human.owl#NCI_C32872, 22
human, http://human.owl#NCI_C12983, 42
human, http://human.owl#NCI_C12453, 158
human, http://human.owl#NCI_C52911, 199
human, http://human.owl#NCI_C32615, 163
human, http://human.owl#NCI_C33053, 24
human, http://human.owl#NCI_C32664, 62
human, http://human.owl#NCI_C52703, 109
human, http://human.owl#NCI_C52950, 199
human, http://human.owl#NCI_C32982, 51
human, http://human.owl#NCI_C12323, 131
human, http://human.owl#NCI_C52888, 199
human, http://human.owl#NCI_C32725, 67
human, http://human.owl#NCI_C32263, 11
human, http://human.owl#NCI_C12831, 18
human, http://human.owl#NCI_C32774, 236
human, http://human.owl#NCI_C12845, 9
human, http://human.owl#NCI_C52813, 31
human, http://human.owl#NCI_C33548, 40
human, http://human.owl#NCI_C32373, 18
human, http://human.owl#NCI_C12356, 236
human, http://human.owl#NCI_C33147, 58
human, http://human.owl#NCI_C12713, 59
human, http://human.owl#NCI_C32940, 24
human, http://human.owl#NCI_C34029, 384
human, http://human.owl#NCI_C49593, 63
human, http://human.owl#NCI_C45702, 26
human, http://human.owl#NCI_C32221, 1044
human, http://human.owl#NCI_C32392, 40
human, http://human.owl#NCI_C12219, 749
human, http://human.owl#NCI_C33472, 155
human, http://human.owl#NCI_C32177, 69
human, http://human.owl#NCI_C13172, 34
human, http://human.owl#NCI_C32677, 179
human, http://human.owl#NCI_C13345, 78
human, http://human.owl#NCI_C53167, 58
human, http://human.owl#NCI_C12273, 204
human, http://human.owl#NCI_C52716, 38
human, http://human.owl#NCI_C33737, 18
human, http://human.owl#NCI_C32484, 75
human, http://human.owl#NCI_C52770, 23
human, http://human.owl#NCI_C12651, 25
human, http://human.owl#NCI_C33666, 98
human, http://human.owl#NCI_C32594, 79
human, http://human.owl#NCI_C12665, 20
human, http://human.owl#NCI_C33430, 46
human, http://human.owl#NCI_C38332, 33
human, http://human.owl#NCI_C48939, 76
human, http://human.owl#NCI_C12426, 40
human, http://human.owl#NCI_C33368, 30
human, http://human.owl#NCI_C53125, 98
human, http://human.owl#NCI_C12934, 38
human, http://human.owl#NCI_C12761, 20
human, http://human.owl#NCI_C33202, 11
human, http://human.owl#NCI_C32130, 143
human, http://human.owl#NCI_C12775, 31
human, http://human.owl#NCI_C49779, 139
human, http://human.owl#NCI_C32933, 110
human, http://human.owl#NCI_C32760, 81
human, http://human.owl#NCI_C49586, 27
human, http://human.owl#NCI_C32503, 65
human, http://human.owl#NCI_C33312, 51
human, http://human.owl#NCI_C49329, 20
human, http://human.owl#NCI_C12286, 9
human, http://human.owl#NCI_C33062, 8
human, http://human.owl#NCI_C32497, 40
human, http://human.owl#NCI_C12579, 35
human, http://human.owl#NCI_C52709, 20
human, http://human.owl#NCI_C32038, 16
human, http://human.owl#NCI_C33838, 28
human, http://human.owl#NCI_C43249, 29
human, http://human.owl#NCI_C12388, 123
human, http://human.owl#NCI_C12837, 204
human, http://human.owl#NCI_C33172, 67
human, http://human.owl#NCI_C13275, 35
human, http://human.owl#NCI_C32092, 158
human, http://human.owl#NCI_C32148, 18
human, http://human.owl#NCI_C12947, 62
human, http://human.owl#NCI_C13053, 25
human, http://human.owl#NCI_C33423, 16
human, http://human.owl#NCI_C33723, 19
human, http://human.owl#NCI_C12754, 23
human, http://human.owl#NCI_C33007, 17
human, http://human.owl#NCI_C32213, 35
human, http://human.owl#NCI_C32946, 175
human, http://human.owl#NCI_C43424, 46
human, http://human.owl#NCI_C33533, 75
human, http://human.owl#NCI_C49599, 27
human, http://human.owl#NCI_C32227, 169
human, http://human.owl#NCI_C32753, 27
human, http://human.owl#NCI_C12532, 14
human, http://human.owl#NCI_C32580, 65
human, http://human.owl#NCI_C32809, 46
human, http://human.owl#NCI_C12341, 120
human, http://human.owl#NCI_C13178, 39
human, http://human.owl#NCI_C32337, 220
human, http://human.owl#NCI_C12279, 91
human, http://human.owl#NCI_C12920, 7
human, http://human.owl#NCI_C52560, 199
human, http://human.owl#NCI_C33658, 125
human, http://human.owl#NCI_C33151, 27
human, http://human.owl#NCI_C12657, 43
human, http://human.owl#NCI_C52670, 91
human, http://human.owl#NCI_C49294, 8
human, http://human.owl#NCI_C33165, 61
human, http://human.owl#NCI_C49315, 10
human, http://human.owl#NCI_C33436, 12
human, http://human.owl#NCI_C48257, 47
human, http://human.owl#NCI_C32656, 53
human, http://human.owl#NCI_C12767, 22
human, http://human.owl#NCI_C33243, 7
human, http://human.owl#NCI_C53000, 83
human, http://human.owl#NCI_C33490, 79
human, http://human.owl#NCI_C12308, 51
human, http://human.owl#NCI_C32766, 34
human, http://human.owl#NCI_C32280, 175
human, http://human.owl#NCI_C12872, 9
human, http://human.owl#NCI_C33353, 107
human, http://human.owl#NCI_C52805, 9
human, http://human.owl#NCI_C32509, 17
human, http://human.owl#NCI_C12615, 18
human, http://human.owl#NCI_C13399, 81
human, http://human.owl#NCI_C32573, 11
human, http://human.owl#NCI_C32316, 65
human, http://human.owl#NCI_C12982, 35
human, http://human.owl#NCI_C39613, 14
human, http://human.owl#NCI_C32084, 113
human, http://human.owl#NCI_C33386, 26
human, http://human.owl#NCI_C32098, 30
human, http://human.owl#NCI_C49273, 42
human, http://human.owl#NCI_C13045, 65
human, http://human.owl#NCI_C32877, 15
human, http://human.owl#NCI_C52916, 199
human, http://human.owl#NCI_C12265, 123
human, http://human.owl#NCI_C33429, 65
human, http://human.owl#NCI_C33256, 7
human, http://human.owl#NCI_C25774, 25
human, http://human.owl#NCI_C12822, 91
human, http://human.owl#NCI_C48358, 72
human, http://human.owl#NCI_C13129, 25
human, http://human.owl#NCI_C32476, 16
human, http://human.owl#NCI_C33778, 30
human, http://human.owl#NCI_C32987, 12
human, http://human.owl#NCI_C52970, 169
human, http://human.owl#NCI_C32219, 65
human, http://human.owl#NCI_C33539, 6
human, http://human.owl#NCI_C32268, 99
human, http://human.owl#NCI_C12357, 204
human, http://human.owl#NCI_C32759, 5
human, http://human.owl#NCI_C32586, 23
human, http://human.owl#NCI_C32329, 236
human, http://human.owl#NCI_C33289, 149
human, http://human.owl#NCI_C12682, 13
human, http://human.owl#NCI_C32378, 46
human, http://human.owl#NCI_C49760, 65
human, http://human.owl#NCI_C33917, 98
human, http://human.owl#NCI_C12223, 91
human, http://human.owl#NCI_C12467, 11
human, http://human.owl#NCI_C32434, 40
human, http://human.owl#NCI_C12718, 26
human, http://human.owl#NCI_C52720, 10
human, http://human.owl#NCI_C12486, 33
human, http://human.owl#NCI_C32717, 40
human, http://human.owl#NCI_C32544, 31
human, http://human.owl#NCI_C13038, 78
human, http://human.owl#NCI_C32697, 29
human, http://human.owl#NCI_C52736, 21
human, http://human.owl#NCI_C47809, 10
human, http://human.owl#NCI_C53006, 199
human, http://human.owl#NCI_C52983, 169
human, http://human.owl#NCI_C12425, 91
human, http://human.owl#NCI_C33660, 69
human, http://human.owl#NCI_C32827, 8
human, http://human.owl#NCI_C33879, 55
human, http://human.owl#NCI_C45804, 204
human, http://human.owl#NCI_C33372, 24
human, http://human.owl#NCI_C52790, 23
human, http://human.owl#NCI_C49244, 33
human, http://human.owl#NCI_C12878, 40
human, http://human.owl#NCI_C52846, 25
human, http://human.owl#NCI_C33359, 108
human, http://human.owl#NCI_C33464, 46
human, http://human.owl#NCI_C33207, 236
human, http://human.owl#NCI_C49580, 8
human, http://human.owl#NCI_C12600, 6
