model, entity URI, belief
human, http://human.owl#NCI_C38336, 24
human, http://human.owl#NCI_C32356, 11
human, http://human.owl#NCI_C53073, 457
human, http://human.owl#NCI_C12938, 77
human, http://human.owl#NCI_C33206, 175
human, http://human.owl#NCI_C12818, 310
human, http://human.owl#NCI_C33302, 65
human, http://human.owl#NCI_C13085, 413
human, http://human.owl#NCI_C12301, 403
human, http://human.owl#NCI_C32522, 20
human, http://human.owl#NCI_C52956, 457
human, http://human.owl#NCI_C33469, 60
human, http://human.owl#NCI_C12862, 30
human, http://human.owl#NCI_C13169, 75
human, http://human.owl#NCI_C12403, 482
human, http://human.owl#NCI_C33592, 291
human, http://human.owl#NCI_C32259, 110
human, http://human.owl#NCI_C33579, 289
human, http://human.owl#NCI_C32861, 58
human, http://human.owl#NCI_C49222, 65
human, http://human.owl#NCI_C32604, 143
human, http://human.owl#NCI_C32799, 46
human, http://human.owl#NCI_C12513, 206
human, http://human.owl#NCI_C52838, 17
human, http://human.owl#NCI_C32369, 91
human, http://human.owl#NCI_C33427, 79
human, http://human.owl#NCI_C12263, 231
human, http://human.owl#NCI_C38329, 50
human, http://human.owl#NCI_C12820, 63
human, http://human.owl#NCI_C12709, 88
human, http://human.owl#NCI_C33012, 413
human, http://human.owl#NCI_C32474, 457
human, http://human.owl#NCI_C12758, 63
human, http://human.owl#NCI_C33026, 55
human, http://human.owl#NCI_C32217, 78
human, http://human.owl#NCI_C52760, 35
human, http://human.owl#NCI_C33197, 241
human, http://human.owl#NCI_C38439, 79
human, http://human.owl#NCI_C13122, 19
human, http://human.owl#NCI_C34082, 231
human, http://human.owl#NCI_C32757, 88
human, http://human.owl#NCI_C32584, 417
human, http://human.owl#NCI_C32271, 48
human, http://human.owl#NCI_C13078, 69
human, http://human.owl#NCI_C33136, 13
human, http://human.owl#NCI_C12416, 480
human, http://human.owl#NCI_C12924, 220
human, http://human.owl#NCI_C53046, 207
human, http://human.owl#NCI_C32120, 173
human, http://human.owl#NCI_C19178, 204
human, http://human.owl#NCI_C12470, 548
human, http://human.owl#NCI_C33155, 289
human, http://human.owl#NCI_C33399, 16
human, http://human.owl#NCI_C49319, 25
human, http://human.owl#NCI_C41061, 22
human, http://human.owl#NCI_C33247, 163
human, http://human.owl#NCI_C32710, 65
human, http://human.owl#NCI_C33494, 315
human, http://human.owl#NCI_C12640, 34
human, http://human.owl#NCI_C28128, 282
human, http://human.owl#NCI_C33565, 123
human, http://human.owl#NCI_C33308, 179
human, http://human.owl#NCI_C52753, 67
human, http://human.owl#NCI_C32284, 162
human, http://human.owl#NCI_C33357, 13
human, http://human.owl#NCI_C52809, 65
human, http://human.owl#NCI_C32069, 251
human, http://human.owl#NCI_C49473, 204
human, http://human.owl#NCI_C32577, 86
human, http://human.owl#NCI_C52863, 83
human, http://human.owl#NCI_C12236, 75
human, http://human.owl#NCI_C12744, 125
human, http://human.owl#NCI_C32088, 293
human, http://human.owl#NCI_C33523, 37
human, http://human.owl#NCI_C52941, 291
human, http://human.owl#NCI_C12519, 43
human, http://human.owl#NCI_C49277, 116
human, http://human.owl#NCI_C33051, 79
human, http://human.owl#NCI_C53152, 457
human, http://human.owl#NCI_C13049, 53
human, http://human.owl#NCI_C12331, 391
human, http://human.owl#NCI_C49792, 11
human, http://human.owl#NCI_C52667, 65
human, http://human.owl#NCI_C32198, 76
human, http://human.owl#NCI_C12269, 231
human, http://human.owl#NCI_C12826, 291
human, http://human.owl#NCI_C33602, 86
human, http://human.owl#NCI_C12347, 266
human, http://human.owl#NCI_C33712, 100
human, http://human.owl#NCI_C33865, 18
human, http://human.owl#NCI_C13022, 574
human, http://human.owl#NCI_C12457, 315
human, http://human.owl#NCI_C33692, 315
human, http://human.owl#NCI_C32202, 231
human, http://human.owl#NCI_C32397, 86
human, http://human.owl#NCI_C33233, 46
human, http://human.owl#NCI_C33480, 40
human, http://human.owl#NCI_C33516, 32
human, http://human.owl#NCI_C33343, 96
human, http://human.owl#NCI_C33030, 55
human, http://human.owl#NCI_C33496, 315
human, http://human.owl#NCI_C43220, 40
human, http://human.owl#NCI_C32306, 70
human, http://human.owl#NCI_C33823, 78
human, http://human.owl#NCI_C33140, 162
human, http://human.owl#NCI_C12646, 36
human, http://human.owl#NCI_C49304, 158
human, http://human.owl#NCI_C13191, 181
human, http://human.owl#NCI_C32631, 231
human, http://human.owl#NCI_C52794, 26
human, http://human.owl#NCI_C38330, 50
human, http://human.owl#NCI_C32350, 173
human, http://human.owl#NCI_C49263, 85
human, http://human.owl#NCI_C32569, 291
human, http://human.owl#NCI_C32645, 25
human, http://human.owl#NCI_C33419, 92
human, http://human.owl#NCI_C12812, 63
human, http://human.owl#NCI_C34006, 119
human, http://human.owl#NCI_C12861, 42
human, http://human.owl#NCI_C12799, 251
human, http://human.owl#NCI_C33529, 78
human, http://human.owl#NCI_C52947, 291
human, http://human.owl#NCI_C33043, 90
human, http://human.owl#NCI_C33795, 616
human, http://human.owl#NCI_C33336, 30
human, http://human.owl#NCI_C12372, 368
human, http://www.geneontology.org/formats/oboInOwl#Synonym, 1
human, http://human.owl#NCI_C33643, 81
human, http://human.owl#NCI_C12708, 206
human, http://human.owl#NCI_C28351, 282
human, http://human.owl#NCI_C12240, 88
human, http://human.owl#NCI_C32866, 18
human, http://human.owl#NCI_C33704, 37
human, http://human.owl#NCI_C32937, 78
human, http://human.owl#NCI_C12254, 251
human, http://human.owl#NCI_C33196, 244
human, http://human.owl#NCI_C38323, 56
human, http://human.owl#NCI_C33753, 78
human, http://human.owl#NCI_C41442, 32
human, http://human.owl#NCI_C32465, 235
human, http://human.owl#NCI_C12752, 52
human, http://human.owl#NCI_C39686, 56
human, http://human.owl#NCI_C32208, 389
human, http://human.owl#NCI_C13077, 50
human, http://human.owl#NCI_C33239, 289
human, http://human.owl#NCI_C12632, 46
human, http://human.owl#NCI_C52780, 28
human, http://human.owl#NCI_C41834, 44
human, http://human.owl#NCI_C33349, 96
human, http://human.owl#NCI_C49190, 25
human, http://human.owl#NCI_C12915, 35
human, http://human.owl#NCI_C52555, 16
human, http://human.owl#NCI_C52890, 214
human, http://human.owl#NCI_C33829, 251
human, http://human.owl#NCI_C33656, 315
human, http://www.geneontology.org/formats/oboInOwl#Definition, 1
human, http://human.owl#NCI_C13252, 260
human, http://human.owl#NCI_C32828, 209
human, http://human.owl#NCI_C49313, 20
human, http://human.owl#NCI_C12475, 177
human, http://human.owl#NCI_C49269, 250
human, http://human.owl#NCI_C33251, 9
human, http://human.owl#NCI_C32686, 60
human, http://human.owl#NCI_C52725, 38
human, http://human.owl#NCI_C38629, 22
human, http://human.owl#NCI_C32923, 58
human, http://human.owl#NCI_C12853, 125
human, http://human.owl#NCI_C33361, 385
human, http://human.owl#NCI_C12867, 85
human, http://human.owl#NCI_C32852, 169
human, http://human.owl#NCI_C32571, 10
human, http://human.owl#NCI_C13155, 42
human, http://human.owl#NCI_C33404, 173
human, http://human.owl#NCI_C12569, 70
human, http://human.owl#NCI_C33098, 67
human, http://human.owl#NCI_C32314, 37
human, http://human.owl#NCI_C52829, 11
human, http://human.owl#NCI_C49227, 45
human, http://human.owl#NCI_C32609, 65
human, http://human.owl#NCI_C32840, 19
human, http://human.owl#NCI_C12378, 231
human, http://human.owl#NCI_C33892, 263
human, http://human.owl#NCI_C49788, 596
human, http://human.owl#NCI_C32082, 34
human, http://human.owl#NCI_C32243, 47
human, http://human.owl#NCI_C33649, 209
human, http://human.owl#NCI_C41165, 231
human, http://human.owl#NCI_C43615, 263
human, http://human.owl#NCI_C32192, 413
human, http://human.owl#NCI_C12295, 135
human, http://human.owl#NCI_C33759, 315
human, http://human.owl#NCI_C33071, 98
human, http://human.owl#NCI_C41448, 69
human, http://human.owl#NCI_C13069, 282
human, http://human.owl#NCI_C33127, 175
human, http://human.owl#NCI_C12351, 315
human, http://human.owl#NCI_C33815, 91
human, http://human.owl#NCI_C53037, 139
human, http://human.owl#NCI_C32743, 238
human, http://human.owl#NCI_C12846, 17
human, http://human.owl#NCI_C12673, 55
human, http://human.owl#NCI_C12687, 82
human, http://human.owl#NCI_C12461, 315
human, http://human.owl#NCI_C52786, 28
human, http://human.owl#NCI_C33925, 8
human, http://human.owl#NCI_C12956, 282
human, http://human.owl#NCI_C52711, 162
human, http://human.owl#NCI_C32415, 52
human, http://human.owl#NCI_C33732, 78
human, http://human.owl#NCI_C41406, 74
human, http://human.owl#NCI_C32429, 318
human, http://human.owl#NCI_C32955, 236
human, http://human.owl#NCI_C48824, 251
human, http://human.owl#NCI_C25444, 313
human, http://human.owl#NCI_C33510, 58
human, http://human.owl#NCI_C52744, 291
human, http://human.owl#NCI_C32185, 78
human, http://human.owl#NCI_C12859, 30
human, http://human.owl#NCI_C33635, 209
human, http://human.owl#NCI_C32563, 293
human, http://human.owl#NCI_C33684, 384
human, http://human.owl#NCI_C32858, 207
human, http://human.owl#NCI_C12281, 158
human, http://human.owl#NCI_C33445, 98
human, http://human.owl#NCI_C33745, 100
human, http://human.owl#NCI_C52946, 457
human, http://human.owl#NCI_C12444, 315
human, http://human.owl#NCI_C32492, 78
human, http://human.owl#NCI_C32846, 291
human, http://human.owl#NCI_C33794, 260
human, http://human.owl#NCI_C32408, 19
human, http://human.owl#NCI_C32235, 33
human, http://human.owl#NCI_C12817, 207
human, http://human.owl#NCI_C32249, 315
human, http://human.owl#NCI_C32775, 170
human, http://human.owl#NCI_C52814, 65
human, http://human.owl#NCI_C49212, 59
human, http://human.owl#NCI_C25264, 413
human, http://human.owl#NCI_C32518, 65
human, http://human.owl#NCI_C33330, 182
human, http://human.owl#NCI_C33549, 169
human, http://human.owl#NCI_C33077, 472
human, http://human.owl#NCI_C33856, 139
human, http://human.owl#NCI_C33002, 231
human, http://human.owl#NCI_C33173, 115
human, http://human.owl#NCI_C33593, 173
human, http://human.owl#NCI_C33697, 222
human, http://human.owl#NCI_C33187, 315
human, http://human.owl#NCI_C32798, 247
human, http://human.owl#NCI_C34023, 90
human, http://human.owl#NCI_C52837, 17
human, http://human.owl#NCI_C33966, 631
human, http://human.owl#NCI_C32383, 19
human, http://human.owl#NCI_C32678, 35
human, http://human.owl#NCI_C33800, 235
human, http://human.owl#NCI_C12259, 231
human, http://human.owl#NCI_C32171, 96
human, http://human.owl#NCI_C52717, 236
human, http://human.owl#NCI_C33035, 191
human, http://human.owl#NCI_C41058, 48
human, http://human.owl#NCI_C33502, 47
human, http://human.owl#NCI_C32964, 40
human, http://human.owl#NCI_C12894, 235
human, http://human.owl#NCI_C12637, 26
human, http://human.owl#NCI_C33298, 222
human, http://human.owl#NCI_C32341, 241
human, http://human.owl#NCI_C12691, 199
human, http://human.owl#NCI_C48943, 7
human, http://human.owl#NCI_C32636, 241
human, http://human.owl#NCI_C32832, 125
human, http://human.owl#NCI_C53045, 207
human, http://human.owl#NCI_C32116, 98
human, http://human.owl#NCI_C13465, 61
human, http://human.owl#NCI_C12540, 17
human, http://human.owl#NCI_C33676, 175
human, http://human.owl#NCI_C32680, 35
human, http://human.owl#NCI_C32899, 47
human, http://human.owl#NCI_C52938, 291
human, http://human.owl#NCI_C33454, 90
human, http://human.owl#NCI_C33786, 44
human, http://human.owl#NCI_C53149, 457
human, http://human.owl#NCI_C12785, 135
human, http://human.owl#NCI_C52992, 81
human, http://human.owl#NCI_C12573, 58
human, http://human.owl#NCI_C12594, 73
human, http://human.owl#NCI_C33564, 405
human, http://human.owl#NCI_C38466, 81
human, http://human.owl#NCI_C32078, 86
human, http://human.owl#NCI_C32784, 315
human, http://human.owl#NCI_C12887, 90
human, http://human.owl#NCI_C49218, 20
human, http://human.owl#NCI_C32527, 523
human, http://www.geneontology.org/formats/oboInOwl#SynonymType, 1
human, http://human.owl#NCI_C12245, 88
human, http://human.owl#NCI_C33409, 50
human, http://human.owl#NCI_C49782, 236
human, http://human.owl#NCI_C33709, 9
human, http://human.owl#NCI_C32629, 385
human, http://human.owl#NCI_C32456, 12
human, http://human.owl#NCI_C12408, 480
human, http://human.owl#NCI_C12398, 74
human, http://human.owl#NCI_C33008, 72
human, http://human.owl#NCI_C13104, 179
human, http://human.owl#NCI_C12337, 391
human, http://human.owl#NCI_C32739, 14
human, http://human.owl#NCI_C13063, 251
human, http://human.owl#NCI_C33284, 199
human, http://human.owl#NCI_C33841, 99
human, http://human.owl#NCI_C52758, 65
human, http://human.owl#NCI_C12906, 65
human, http://human.owl#NCI_C53031, 207
human, http://human.owl#NCI_C12840, 302
human, http://human.owl#NCI_C33779, 110
human, http://human.owl#NCI_C32102, 238
human, http://human.owl#NCI_C33394, 244
human, http://human.owl#NCI_C33557, 91
human, http://human.owl#NCI_C26454, 42
human, http://human.owl#NCI_C52590, 222
human, http://human.owl#NCI_C13018, 976
human, http://human.owl#NCI_C32347, 231
human, http://human.owl#NCI_C33486, 28
human, http://human.owl#NCI_C33229, 282
human, http://human.owl#NCI_C13826, 55
human, http://human.owl#NCI_C12228, 507
human, http://human.owl#NCI_C32276, 61
human, http://human.owl#NCI_C13181, 42
human, http://human.owl#NCI_C12616, 43
human, http://human.owl#NCI_C32559, 291
human, http://human.owl#NCI_C33114, 34
human, http://human.owl#NCI_C12726, 251
human, http://human.owl#NCI_C33897, 114
human, http://human.owl#NCI_C33377, 236
human, http://human.owl#NCI_C12770, 145
human, http://human.owl#NCI_C32402, 86
human, http://human.owl#NCI_C13095, 97
human, http://human.owl#NCI_C12311, 89
human, http://human.owl#NCI_C41439, 96
human, http://human.owl#NCI_C28187, 282
human, http://human.owl#NCI_C33049, 112
human, http://human.owl#NCI_C12329, 480
human, http://human.owl#NCI_C33543, 65
human, http://human.owl#NCI_C12678, 480
human, http://human.owl#NCI_C13004, 91
human, http://human.owl#NCI_C32047, 86
human, http://human.owl#NCI_C33850, 231
human, http://human.owl#NCI_C32379, 46
human, http://human.owl#NCI_C33215, 65
human, http://human.owl#NCI_C52841, 17
human, http://human.owl#NCI_C32143, 115
human, http://human.owl#NCI_C49331, 60
human, http://human.owl#NCI_C32157, 86
human, http://human.owl#NCI_C32880, 29
human, http://human.owl#NCI_C32941, 8
human, http://human.owl#NCI_C32708, 65
human, http://human.owl#NCI_C32990, 70
human, http://human.owl#NCI_C33805, 457
human, http://human.owl#NCI_C32222, 99
human, http://human.owl#NCI_C12631, 46
human, http://human.owl#NCI_C32804, 85
human, http://human.owl#NCI_C32818, 25
human, http://human.owl#NCI_C52776, 28
human, http://human.owl#NCI_C32332, 125
human, http://human.owl#NCI_C33292, 169
human, http://human.owl#NCI_C49245, 91
human, http://human.owl#NCI_C33363, 236
human, http://human.owl#NCI_C33106, 86
human, http://human.owl#NCI_C32568, 163
human, http://human.owl#NCI_C52554, 63
human, http://human.owl#NCI_C12435, 26
human, http://human.owl#NCI_C33670, 18
human, http://human.owl#NCI_C32837, 113
human, http://human.owl#NCI_C12449, 315
human, http://human.owl#NCI_C49309, 81
human, http://human.owl#NCI_C13131, 25
human, http://human.owl#NCI_C33780, 67
human, http://human.owl#NCI_C49268, 157
human, http://human.owl#NCI_C53175, 457
human, http://human.owl#NCI_C13145, 254
human, http://human.owl#NCI_C33321, 330
human, http://human.owl#NCI_C32929, 54
human, http://human.owl#NCI_C32294, 24
human, http://human.owl#NCI_C33882, 21
human, http://human.owl#NCI_C33068, 58
human, http://human.owl#NCI_C33625, 105
human, http://human.owl#NCI_C12881, 40
human, http://human.owl#NCI_C45572, 58
human, http://human.owl#NCI_C12624, 69
human, http://human.owl#NCI_C33584, 385
human, http://human.owl#NCI_C33178, 507
human, http://human.owl#NCI_C33598, 96
human, http://human.owl#NCI_C32623, 90
human, http://human.owl#NCI_C32450, 67
human, http://human.owl#NCI_C12392, 480
human, http://human.owl#NCI_C12734, 99
human, http://human.owl#NCI_C13059, 207
human, http://human.owl#NCI_C32388, 90
human, http://human.owl#NCI_C53078, 457
human, http://human.owl#NCI_C33729, 47
human, http://human.owl#NCI_C32149, 58
human, http://human.owl#NCI_C32733, 49
human, http://human.owl#NCI_C52762, 35
human, http://human.owl#NCI_C32886, 89
human, http://human.owl#NCI_C52925, 457
human, http://human.owl#NCI_C33507, 86
human, http://human.owl#NCI_C33021, 10
human, http://human.owl#NCI_C13124, 254
human, http://human.owl#NCI_C12900, 65
human, http://human.owl#NCI_C12538, 32
human, http://human.owl#NCI_C25762, 1338
human, http://human.owl#NCI_C33773, 164
human, http://human.owl#NCI_C41266, 64
human, http://human.owl#NCI_C38729, 22
human, http://human.owl#NCI_C32996, 231
human, http://human.owl#NCI_C13234, 260
human, http://human.owl#NCI_C53051, 207
human, http://human.owl#NCI_C32051, 24
human, http://human.owl#NCI_C32107, 90
human, http://human.owl#NCI_C13012, 40
human, http://human.owl#NCI_C53161, 163
human, http://human.owl#NCI_C32161, 91
human, http://human.owl#NCI_C12232, 88
human, http://human.owl#NCI_C32915, 315
human, http://human.owl#NCI_C33223, 173
human, http://human.owl#NCI_C32443, 96
human, http://human.owl#NCI_C33611, 58
human, http://human.owl#NCI_C32712, 13
human, http://human.owl#NCI_C12610, 8
human, http://human.owl#NCI_C52997, 291
human, http://human.owl#NCI_C32553, 169
human, http://human.owl#NCI_C12495, 234
human, http://human.owl#NCI_C49209, 158
human, http://human.owl#NCI_C12420, 88
human, http://human.owl#NCI_C32822, 295
human, http://human.owl#NCI_C52745, 29
human, http://human.owl#NCI_C38340, 22
human, http://human.owl#NCI_C52699, 139
human, http://human.owl#NCI_C12720, 71
human, http://human.owl#NCI_C39573, 56
human, http://human.owl#NCI_C32064, 89
human, http://human.owl#NCI_C33888, 234
human, http://human.owl#NCI_C33891, 282
human, http://human.owl#NCI_C49253, 413
human, http://human.owl#NCI_C52855, 291
human, http://human.owl#NCI_C53029, 207
human, http://human.owl#NCI_C39609, 12
human, http://human.owl#NCI_C32872, 70
human, http://human.owl#NCI_C12983, 62
human, http://human.owl#NCI_C12453, 242
human, http://human.owl#NCI_C52911, 457
human, http://human.owl#NCI_C32615, 238
human, http://human.owl#NCI_C33053, 49
human, http://human.owl#NCI_C32664, 118
human, http://human.owl#NCI_C52703, 199
human, http://human.owl#NCI_C52950, 457
human, http://human.owl#NCI_C32982, 149
human, http://human.owl#NCI_C12323, 169
human, http://human.owl#NCI_C52888, 457
human, http://human.owl#NCI_C32725, 91
human, http://human.owl#NCI_C32263, 19
human, http://human.owl#NCI_C12831, 30
human, http://human.owl#NCI_C32774, 315
human, http://human.owl#NCI_C12845, 17
human, http://human.owl#NCI_C52813, 65
human, http://human.owl#NCI_C33548, 86
human, http://human.owl#NCI_C32373, 67
human, http://human.owl#NCI_C12356, 315
human, http://human.owl#NCI_C33147, 163
human, http://human.owl#NCI_C12713, 113
human, http://human.owl#NCI_C32940, 30
human, http://human.owl#NCI_C34029, 1044
human, http://human.owl#NCI_C49593, 259
human, http://human.owl#NCI_C45702, 99
human, http://human.owl#NCI_C32221, 1398
human, http://human.owl#NCI_C32392, 86
human, http://human.owl#NCI_C12219, 1153
human, http://human.owl#NCI_C33472, 236
human, http://human.owl#NCI_C32177, 646
human, http://human.owl#NCI_C13172, 105
human, http://human.owl#NCI_C32677, 136
human, http://human.owl#NCI_C13345, 204
human, http://human.owl#NCI_C53167, 163
human, http://human.owl#NCI_C12273, 282
human, http://human.owl#NCI_C52716, 162
human, http://human.owl#NCI_C33737, 102
human, http://human.owl#NCI_C32484, 209
human, http://human.owl#NCI_C52770, 35
human, http://human.owl#NCI_C12651, 42
human, http://human.owl#NCI_C33666, 139
human, http://human.owl#NCI_C32594, 173
human, http://human.owl#NCI_C12665, 63
human, http://human.owl#NCI_C33430, 91
human, http://human.owl#NCI_C38332, 50
human, http://human.owl#NCI_C48939, 391
human, http://human.owl#NCI_C12426, 100
human, http://human.owl#NCI_C33368, 384
human, http://human.owl#NCI_C53125, 139
human, http://human.owl#NCI_C12934, 162
human, http://human.owl#NCI_C12761, 63
human, http://human.owl#NCI_C33202, 19
human, http://human.owl#NCI_C32130, 507
human, http://human.owl#NCI_C12775, 46
human, http://human.owl#NCI_C49779, 207
human, http://human.owl#NCI_C32933, 293
human, http://human.owl#NCI_C32760, 170
human, http://human.owl#NCI_C49586, 29
human, http://human.owl#NCI_C32503, 289
human, http://human.owl#NCI_C33312, 89
human, http://human.owl#NCI_C49329, 25
human, http://human.owl#NCI_C12286, 9
human, http://human.owl#NCI_C33062, 16
human, http://human.owl#NCI_C32497, 86
human, http://human.owl#NCI_C12579, 184
human, http://human.owl#NCI_C52709, 71
human, http://human.owl#NCI_C32038, 195
human, http://human.owl#NCI_C33838, 384
human, http://human.owl#NCI_C43249, 64
human, http://human.owl#NCI_C12388, 231
human, http://human.owl#NCI_C12837, 282
human, http://human.owl#NCI_C33172, 646
human, http://human.owl#NCI_C13275, 16
human, http://human.owl#NCI_C32092, 236
human, http://human.owl#NCI_C32148, 67
human, http://human.owl#NCI_C12947, 142
human, http://human.owl#NCI_C13053, 35
human, http://human.owl#NCI_C33423, 96
human, http://human.owl#NCI_C33723, 47
human, http://human.owl#NCI_C12754, 231
human, http://human.owl#NCI_C33007, 67
human, http://human.owl#NCI_C32213, 34
human, http://human.owl#NCI_C32946, 244
human, http://human.owl#NCI_C43424, 33
human, http://human.owl#NCI_C33533, 70
human, http://human.owl#NCI_C49599, 43
human, http://human.owl#NCI_C32227, 291
human, http://human.owl#NCI_C32753, 58
human, http://human.owl#NCI_C12532, 26
human, http://human.owl#NCI_C32580, 289
human, http://human.owl#NCI_C32809, 64
human, http://human.owl#NCI_C12341, 188
human, http://human.owl#NCI_C13178, 97
human, http://human.owl#NCI_C32337, 417
human, http://human.owl#NCI_C12279, 88
human, http://human.owl#NCI_C12920, 18
human, http://human.owl#NCI_C52560, 457
human, http://human.owl#NCI_C33658, 214
human, http://human.owl#NCI_C33151, 73
human, http://human.owl#NCI_C12657, 36
human, http://human.owl#NCI_C52670, 88
human, http://human.owl#NCI_C49294, 27
human, http://human.owl#NCI_C33165, 405
human, http://human.owl#NCI_C49315, 15
human, http://human.owl#NCI_C33436, 48
human, http://human.owl#NCI_C48257, 39
human, http://human.owl#NCI_C32656, 60
human, http://human.owl#NCI_C12767, 302
human, http://human.owl#NCI_C33243, 44
human, http://human.owl#NCI_C53000, 169
human, http://human.owl#NCI_C33490, 12
human, http://human.owl#NCI_C12308, 89
human, http://human.owl#NCI_C32766, 45
human, http://human.owl#NCI_C32280, 244
human, http://human.owl#NCI_C12872, 84
human, http://human.owl#NCI_C33353, 206
human, http://human.owl#NCI_C52805, 16
human, http://human.owl#NCI_C32509, 74
human, http://human.owl#NCI_C12615, 58
human, http://human.owl#NCI_C13399, 206
human, http://human.owl#NCI_C32573, 13
human, http://human.owl#NCI_C32316, 289
human, http://human.owl#NCI_C12982, 39
human, http://human.owl#NCI_C39613, 30
human, http://human.owl#NCI_C32084, 215
human, http://human.owl#NCI_C33386, 40
human, http://human.owl#NCI_C32098, 384
human, http://human.owl#NCI_C49273, 128
human, http://human.owl#NCI_C13045, 261
human, http://human.owl#NCI_C32877, 81
human, http://human.owl#NCI_C52916, 457
human, http://human.owl#NCI_C12265, 231
human, http://human.owl#NCI_C33429, 289
human, http://human.owl#NCI_C33256, 31
human, http://human.owl#NCI_C25774, 35
human, http://human.owl#NCI_C12822, 88
human, http://human.owl#NCI_C48358, 50
human, http://human.owl#NCI_C13129, 20
human, http://human.owl#NCI_C32476, 15
human, http://human.owl#NCI_C33778, 58
human, http://human.owl#NCI_C32987, 33
human, http://human.owl#NCI_C52970, 291
human, http://human.owl#NCI_C32219, 420
human, http://human.owl#NCI_C33539, 11
human, http://human.owl#NCI_C32268, 262
human, http://human.owl#NCI_C12357, 282
human, http://human.owl#NCI_C32759, 15
human, http://human.owl#NCI_C32586, 38
human, http://human.owl#NCI_C32329, 315
human, http://human.owl#NCI_C33289, 234
human, http://human.owl#NCI_C12682, 16
human, http://human.owl#NCI_C32378, 91
human, http://human.owl#NCI_C49760, 193
human, http://human.owl#NCI_C33917, 254
human, http://human.owl#NCI_C12223, 88
human, http://human.owl#NCI_C12467, 22
human, http://human.owl#NCI_C32434, 96
human, http://human.owl#NCI_C12718, 47
human, http://human.owl#NCI_C52720, 24
human, http://human.owl#NCI_C12486, 50
human, http://human.owl#NCI_C32717, 78
human, http://human.owl#NCI_C32544, 46
human, http://human.owl#NCI_C13038, 107
human, http://human.owl#NCI_C32697, 384
human, http://human.owl#NCI_C52736, 25
human, http://human.owl#NCI_C47809, 49
human, http://human.owl#NCI_C53006, 457
human, http://human.owl#NCI_C52983, 291
human, http://human.owl#NCI_C12425, 88
human, http://human.owl#NCI_C33660, 260
human, http://human.owl#NCI_C32827, 37
human, http://human.owl#NCI_C33879, 90
human, http://human.owl#NCI_C45804, 282
human, http://human.owl#NCI_C33372, 30
human, http://human.owl#NCI_C52790, 26
human, http://human.owl#NCI_C49244, 40
human, http://human.owl#NCI_C12878, 100
human, http://human.owl#NCI_C52846, 101
human, http://human.owl#NCI_C33359, 293
human, http://human.owl#NCI_C33464, 33
human, http://human.owl#NCI_C33207, 315
human, http://human.owl#NCI_C49580, 59
human, http://human.owl#NCI_C12600, 37
